Var1,Var2,Cat1,Cat2,Cat3,Var3,Var4,Var5,Cat4,Var6,Var7,Var8,Target
101.9,189.1,1,0,0,4.1,37.2,2.6,1,7.48,1180.4,82,1
98,130.7,1,0,1,6.6,17.68,3.2,1,5.28,993.6,190.3,1
112.4,195.9,0,0,0,5.2,27.7,2.4,1,0.6,962.9,169.2,0
80.9,185.9,1,0,1,5.6,13.9,2.2,1,8.9,853.3,143.2,1
108.9,145.4,0,1,1,2.3,0.6,2.4,0,12.7,969.6,183.8,0
102.5,153.1,0,1,1,5.6,21.2,2.4,1,8.8,928.1,193.2,0
94.9,101.8,1,1,1,2.1,20.48,2.7,0,4.4,1282.8,98.7,1
95.4,154.8,0,0,0,3.7,0.2,2.4,0,0.5,815.8,170.2,1
95.2,164.7,1,0,1,2,5.6,2.3,1,28.9,1297.9,106.1,0
84.4,132.6,0,1,1,7.5,68.2,2,1,1.4,1229.6,196.2,0
101.8,151.9,1,1,1,6.1,7.28,2.6,0,17.82,984.7,152.7,1
99.6,96.3,0,1,1,6.9,14.1,2.3,1,6.3,651.6,110.6,0
96.4,87.1,0,0,0,3.6,16.08,2.2,0,4.84,1380.1,99.4,1
119.2,178.6,0,1,1,8.2,9.1,2.7,0,17.6,1244.1,147.8,0
97,216.8,0,0,0,12.3,0.6,2.8,1,2.7,1070.7,194.8,0
105.4,158.2,1,1,1,3,4,2.4,0,8.47,902.2,171.1,1
102.2,173.2,0,0,0,3.6,32.3,2.4,1,15.6,897.5,103.6,0
103.3,176.6,0,0,0,1.7,26.48,2.8,0,1.54,1068.6,188.4,1
115.7,170.8,0,1,1,3.7,7.68,2.9,1,2.86,1101.9,100.9,1
98.3,149.8,0,1,1,3.7,12.16,2.5,1,11.33,1314.7,103.3,1
103.8,135.6,0,0,0,3.9,26.6,2.9,1,14.6,1137.3,185.8,0
105.7,141.9,0,0,0,6.2,36.48,2.9,0,20.9,903.1,162.5,1
104.5,139.6,0,0,1,6.3,10.8,2.9,0,10.01,964.3,134.5,1
98.9,162.8,0,0,0,2.9,52.9,2.5,0,1.9,1264,164.1,1
106.3,131.1,1,0,0,3.8,19.44,2.9,1,0,1234.1,104.7,1
100.5,94,1,0,0,0.8,16.56,3.2,1,15.51,1171.2,92,1
110.3,153.8,1,0,0,0.7,13.2,3,1,2.53,761.2,94.2,1
116.8,150.3,0,0,0,1.6,22.56,3.2,0,6.38,1058.7,150,1
102.7,152.1,0,0,0,6.8,1.68,2.2,0,9.46,901.1,87.3,1
103.1,158.7,1,1,1,1.4,35,2.5,0,7.5,1060.5,136.5,0
99.7,118.2,1,1,1,4.9,0.48,2.6,0,5.39,1264.2,159,1
93.4,191.6,0,0,1,5.2,7,3,0,2,724.1,172.2,0
102.8,136.5,0,0,1,1.2,24.88,2.7,0,12.87,1346.6,142.3,1
104.9,183.7,1,0,0,6.5,6.8,2.8,1,14.19,928.4,165.5,1
97.2,145.6,0,1,1,2.1,4.7,2.1,1,54.7,1153.1,148.9,0
95,103.2,0,0,1,2.2,16.8,2.5,0,7.2,1036.3,129.5,0
102.3,162.3,1,1,1,4.8,4.56,2.4,0,39.6,1265.4,133.9,1
92.4,110.1,0,1,1,3.9,20.88,2.8,0,8.69,920.6,89.2,1
110.7,87.8,1,1,1,1.6,0.4,3,0,8.47,1100.5,122.4,1
111.8,105.4,1,1,1,10.7,1.68,2.7,0,5.17,1432.2,131.9,1
98.8,182.8,0,0,0,7,16.7,3,0,3.6,1124.7,187.9,0
97.5,161.5,0,0,0,11.4,27.3,2.2,0,21,944.1,103.8,0
102.8,112,0,0,0,8.9,18.1,3,0,0.6,1204.3,168.6,0
78.2,135.1,0,0,0,1,24.1,2.9,1,16.8,1207.8,138.7,0
104.4,177.3,0,1,1,2.2,3.7,2.8,0,2.4,1081,119.4,0
114.4,175.7,1,1,1,6.3,17.3,2.6,0,9.7,926,160,0
111,89.1,1,0,1,2,14.8,2.6,1,2.97,608.6,85.6,1
88.6,85.4,0,0,0,4.2,29.4,2.3,0,4.9,724,195.7,0
103.5,106.4,0,0,1,3.3,11.1,2,0,10,1090.9,168.7,0
101.2,196,1,1,1,3.7,4.1,3,0,18.4,994.4,188.4,0
105.8,151.1,0,0,0,7.3,3.04,2.4,0,12.1,921.2,140.6,1
107.3,234.7,0,1,1,10.7,1.92,3.2,1,6.05,778.2,102.4,1
112,130.4,1,0,1,2.7,40.8,2,1,9.6,857.2,179.8,0
103.7,106.5,1,0,0,9.9,46.8,2.3,1,9.9,1430.4,108,0
110.5,125.6,0,0,0,5,15.04,2.4,0,8.25,1101.5,145.4,1
106.9,105.8,0,0,0,9.7,25.84,2.3,0,5.94,946.9,123.4,1
98.5,233.8,0,0,0,14.1,3.2,2.5,0,8.25,877.8,115.1,1
102,172.1,0,0,0,9.2,12,3.2,0,28.49,1028,163.4,1
108.2,159.3,0,1,1,2.8,0.4,2.4,0,18.4,1155.3,146.1,0
94.3,134.8,1,1,1,1.2,1.84,3.2,0,18.81,964.4,180.4,1
101.8,195.4,1,0,0,11.8,31.8,2.2,1,4.3,1012.1,110.7,0
107.8,188.8,1,0,1,2.6,11.7,3,1,2.2,1008.3,110.3,0
97.4,173,1,0,0,2.1,5.44,2.6,1,24.2,1146.9,135.5,1
119.2,190.7,0,1,1,8.6,22.88,2.9,0,4.4,1126.3,169.4,1
98.4,94.9,1,1,1,2.4,19.28,2.9,0,2.42,1154.7,148,1
107.7,168.4,0,0,0,7.8,1.84,2.7,0,13.2,1121.1,113.7,1
102.4,154.1,1,1,1,4.3,1,2,0,8.3,1020.1,103.5,0
99.3,109,1,0,0,5.6,7.3,2.8,1,18.2,1019.4,183.6,0
97.7,106.7,1,1,1,2.2,35.68,2.7,0,19.25,1053.2,197.7,1
103.7,164.2,1,1,1,2.3,21.52,2.7,0,11.55,1093.7,116.8,1
104.6,157.8,0,1,1,10.9,6.8,2.4,0,5.39,1236.2,167,1
115.6,165,0,0,0,1.6,19.76,3.2,0,4.73,1116.8,105.3,1
102.7,134.1,0,1,1,1.3,1.2,2.8,0,40.92,1424.5,180.5,1
94.1,89.1,0,1,1,4.8,11.84,2.7,1,7.15,1240.6,117.3,0
92.5,179.8,0,0,1,2.9,8.32,3.1,0,3.52,883.6,194.6,1
107.2,140.2,0,0,0,2,25.36,2.7,0,1.32,967.6,138.2,1
97.8,132,1,1,1,1.8,44.88,2.7,0,10.78,641.8,108.9,1
107.3,140.5,0,0,0,5.5,23.3,2,1,3.9,1010.1,161.6,0
109.2,191.7,1,1,1,0.8,4.08,2.5,0,8.58,857.3,92.2,1
109.5,150.1,0,1,1,4,15.36,2.7,1,4.07,927.4,89.4,1
94.7,167.5,1,1,1,6.9,4.48,3,0,6.49,946,195.1,1
108.8,140.1,0,0,1,3.3,1.6,3.2,0,7.59,861.9,122.1,1
92.3,139,1,1,1,3.8,1.4,2.3,0,9.9,1126.8,179.7,0
118.7,160.5,0,0,0,4.2,42.8,2.3,0,5.61,881.4,130.1,1
104.1,146.1,0,1,1,6.3,2.8,3,0,8.58,1078.8,178.4,1
99.4,162.2,1,1,1,8.1,20.3,2.6,0,36.2,737.7,110.7,0
87.9,144.7,0,0,0,4.2,36.1,2.8,0,4,1365.9,111,0
78.5,99.2,1,1,1,3.1,20.32,2.3,0,31.24,1256.4,196.2,1
101.6,179,0,0,0,4.9,24.5,2.1,0,1.7,835.4,185.6,0
97.4,205.1,0,0,0,0.9,9.52,2.4,0,11.11,1459.5,82.9,1
96.8,94.6,0,0,0,4.5,20.88,2.2,0,11.88,1244.5,148.1,1
93.1,150.8,0,1,1,3.6,21.8,3,1,5,803,140.7,0
105.9,149.9,0,0,0,6.9,1.6,2.4,0,11.22,1131.3,136.3,1
96.2,153.5,0,0,0,1.9,32.8,2.8,0,6.05,570,180.1,1
79.5,187.1,0,0,1,3.3,15.3,2.1,0,11,1194.8,190.3,0
100.8,131,0,0,1,3.3,26.5,2.6,0,25.3,762.8,179.1,0
86.1,141.6,1,0,1,1.1,3.8,2.7,1,6.1,1099.2,156.5,0
111.2,111.5,0,0,0,2.3,4.7,2,0,3.7,770.2,199.2,0
118.8,166.6,0,0,0,3.7,14.88,2.8,0,5.17,1205,158.1,1
101.1,135.7,0,0,0,2.7,46.9,3,1,0.2,1107.5,148.1,0
82,168.1,0,1,1,1.1,5.9,2.4,0,6.6,894.3,167.3,0
91.8,110,1,1,1,0.8,3.76,2.6,0,2.42,820.7,116.2,0
122.1,140.9,0,0,1,6.5,6.96,2.5,0,4.07,879.9,180.8,1
101.1,140.8,0,0,1,1.1,3.76,2.5,0,2.42,1058,182.7,1
109.1,103.2,1,0,0,1.4,5.8,2.3,1,8.2,1175.1,105.9,0
104.6,160.8,0,1,1,1.4,1.12,3.1,1,1.32,929,153.5,1
101.4,127.2,0,0,1,2.9,3.76,3.2,0,14.3,1621.7,82.4,1
96.5,132.5,1,0,0,3.6,6.4,3,1,4.1,1082.2,134,1
87.6,138.8,0,0,0,1.2,15.8,2.1,0,0.2,881.9,160.1,0
92,175.4,0,1,1,0.3,10.64,2.2,0,3.3,1040.2,161.7,1
104.5,142.2,0,0,0,7.5,32.5,2.5,1,4.2,726.2,155.7,0
102.2,198.3,1,1,1,7.5,28.88,3.1,0,8.03,735.8,136.3,1
109.4,210.2,0,1,1,6.2,36.3,2.8,0,6.9,1002.7,185.8,0
113.4,175.8,0,0,0,12.9,41.2,2.9,0,15.18,1234.2,122.1,1
91.1,118.5,1,1,1,7.7,9.2,2.6,0,1.3,1230.9,180.8,0
107.4,79.4,0,1,1,3.9,8.8,2.8,1,7.7,1100.6,122.3,0
109.4,108.5,0,0,0,1.7,3.6,2.7,0,2.31,1077.3,155.7,1
111.3,148.4,1,1,1,2.8,6.32,2.5,0,0.99,937.1,129.6,1
106.7,155.1,1,1,1,1.6,8.48,2.8,0,35.75,951.4,121.9,1
105.7,139.6,0,0,0,7.3,91.84,2.5,0,6.71,1181.9,129.8,1
121.3,170.1,0,0,0,6.9,4.7,2,1,0.5,981.3,130.9,0
95.3,146.1,1,1,1,2.9,4.7,2.3,0,7.2,764.5,172.6,1
99.4,132.4,0,1,1,6.8,8.6,2.5,1,18.9,1081.6,110.4,0
100.6,165.3,0,0,1,4.7,20.5,2,0,1.7,905.9,144.5,0
94.3,223.2,0,0,0,8.7,15.6,2.5,0,13.5,971,161.7,0
88.2,116.8,0,1,1,10.4,0.96,2.4,1,20.35,1441.9,92.8,1
106.2,116.8,0,1,1,0.5,7.4,2.2,1,0.8,1032.6,137.6,0
98.3,206.1,0,0,1,11.9,7.1,2,0,5.2,1323.1,132,0
95.5,146.3,0,1,1,2.3,13.2,2.6,0,0.33,821.6,160.1,1
84.6,195.6,0,1,1,1.7,20.4,2.3,0,19.14,817.9,121.3,1
101.2,150,1,1,1,3.8,34.6,2.2,0,16.9,1693.2,179.4,0
116.9,141.2,1,0,1,3.4,1.36,3,1,4.4,924.3,177.1,1
92.4,151.4,1,0,1,7.5,14.96,2.6,1,0.99,1194.1,148.7,1
106.6,134.2,0,0,0,1,47.2,2.4,0,2.86,927.4,96.8,1
107.1,148,0,0,1,3,28.2,2,0,29.2,808.9,146,0
95.6,157.3,0,0,0,2,28.1,2.8,0,7.8,816.3,104.7,0
112.1,187.7,0,0,0,5.5,49.7,2.2,0,9.8,1257.6,139.4,0
90.3,179.8,0,0,0,2,26.5,2.5,1,4,805.3,107.7,0
125.4,198.8,0,1,1,17,8.88,3.2,0,10.67,1255.4,188.8,1
92.6,126.1,1,1,1,3.8,20.1,2.2,0,6.7,804.6,145.5,1
120.2,155.1,1,1,1,8.4,5.2,2.4,0,17.38,1063.5,108.6,1
81,173.7,0,1,1,3.8,34.9,2.3,0,5.7,1039,177.1,0
88.2,126.5,0,0,1,6.8,36.8,2.1,0,1.5,953.4,195.4,1
116.5,93,0,1,1,2.6,11.84,2.5,1,31.68,848.4,194.1,1
114.1,134.5,1,0,1,7.7,11.7,2.5,1,1.5,1010.8,127.7,1
106.4,126.2,1,0,1,2.5,6.4,2.3,1,0.2,743.8,144.7,0
112.5,149,0,0,0,1.9,17.2,3,0,3.6,893.1,108.2,0
103.5,163.7,1,1,1,1.1,6.5,2.3,0,5.8,1217.9,154.7,0
92.4,143.4,1,1,1,3.5,4.8,3.2,0,66.66,1312.1,172.4,1
101.2,153.6,0,0,0,6.2,0.88,2.8,0,8.14,1347.6,97.5,1
116.4,136.4,1,0,0,1.5,50.16,2.8,1,7.04,1266.9,175.9,0
94.8,109.2,0,0,0,3.9,3.9,2.5,0,12.9,1065.4,154.1,0
99.2,103.8,1,1,1,3.3,5.36,2.7,0,17.49,760.2,146.9,1
92.5,174.4,1,0,0,3.1,32.16,2.8,1,11.11,1208.1,133.1,1
96.3,140.4,0,1,1,8.3,12,2.8,0,24.09,802.5,89.3,1
93.8,118.6,0,1,1,3.2,8.8,2.1,1,2.5,672.3,103,0
114.1,139.5,1,0,0,2.2,19.3,2.5,1,39.4,698.9,104.1,0
114.9,160.2,0,1,1,1.3,28.96,2.7,0,4.95,1518.8,80.2,1
100.3,154.6,0,0,0,3,10.32,2.2,0,30.47,915.1,187.9,1
100.7,202.8,0,1,1,5.8,3,2.3,1,3.7,992.7,188.7,0
112.7,138,0,0,0,1.9,16.72,2.9,0,1.32,744.1,94.3,1
104.7,150,1,1,1,5.5,5.7,2.5,0,8.8,781.5,150.6,0
96.1,107.1,1,0,1,0.8,7.2,2.6,1,7.5,801.7,173.3,1
97.6,86.3,0,1,1,10.6,8.88,2.5,0,6.27,930.7,87.5,1
121.1,151.6,1,0,0,2.4,35.76,3,1,3.41,771.4,120.4,1
90.3,160.9,0,0,0,6.7,14.7,2.3,1,27.9,690.8,132.2,0
103.7,173.4,0,0,1,2.9,40.1,2,0,3.6,982.9,196.1,0
82.4,138.6,1,0,1,4.3,11.7,2.2,1,4.5,1065.3,184.4,0
87.2,110.5,0,0,0,3.6,1,2,0,11.8,853.5,133.6,0
100.6,143.1,0,1,1,4,2.56,2.9,1,1.87,852.8,191.1,0
101,124.2,1,1,1,5.2,0.88,2.6,0,16.17,1290.4,179.4,1
96.5,177.6,0,0,0,3.2,19.04,2.3,0,2.2,766.4,123.1,1
104.9,225.6,0,0,0,1.2,7.4,2.1,0,19.4,947.8,141.1,0
96.4,104,0,1,1,8.2,5.7,2.3,1,15,1423.4,170.1,0
97.2,168.8,0,0,1,3.2,1.52,2.2,0,18.48,1594.2,128.2,1
107.5,175.8,0,1,1,6.3,18.7,2.9,1,11.2,1231.7,127.2,0
87.5,177.9,1,1,1,2.6,25.68,2.3,0,13.75,809.2,139.1,1
103.1,133.3,0,0,0,1.4,9.68,3.1,0,0,892.5,157.1,1
103.5,135.7,0,0,0,1.6,53.5,2.3,0,0.7,1127.3,177,0
114,174.6,0,0,0,7.4,5.6,2.7,0,7,810.6,126,0
103.2,161.7,0,1,1,5.6,7.2,2.1,0,11.1,1122.1,120.7,1
94.2,173.5,0,0,0,2.5,6.6,3,0,4.9,966.5,138,0
110.2,204.1,1,1,1,3.9,23.2,2.1,0,17.8,1175.4,125.6,0
117.8,185.5,0,0,0,5.8,46.16,2.9,0,15.95,812.8,118.4,1
92.5,136.2,0,1,1,4.3,4.9,2.3,0,31.8,808.7,123.2,0
110.2,136.9,1,0,0,6.5,3.2,2.7,1,3.3,1034,163.9,0
97.3,139.2,0,1,1,6.9,0.56,2.6,0,4.62,940.6,114.8,1
91.5,180,0,0,0,5.3,23.7,2.9,0,10.1,1057.4,143.1,0
95.2,153.5,1,1,1,6.3,4.16,2.9,0,14.08,1025.1,106.1,1
108.6,120.9,0,0,0,10.5,10.48,2.4,0,8.25,1125.7,148.3,1
98,142.9,1,1,1,5.7,43.7,2.7,0,12.9,1242.3,148.7,0
90.7,168.8,1,0,0,5.9,14.96,2.7,1,8.91,1170.9,139.4,1
90.8,216.4,1,1,1,1.7,25.3,2.5,0,1.8,1099.7,197.9,0
109.3,128.9,1,0,0,2.1,14.1,2.5,1,7.6,1223.8,129.2,0
112.6,169.1,1,0,1,2.4,51.44,2.2,1,5.5,628.5,171.3,1
99.1,147.8,1,0,0,3.6,89.9,2.9,1,4.5,1150.9,135.2,0
93.6,150.5,1,0,0,7.9,19.4,2.1,1,3,1159.7,106,0
103.3,131.4,0,0,0,3.9,18.48,2.4,0,37.29,1214.1,133.4,1
106.3,142.6,0,0,0,1.3,0.88,3.1,0,6.38,740,131.7,1
91,197.4,0,0,0,4.6,7.6,2.8,0,13.4,1139.9,199,0
106.3,200.1,0,1,1,7.7,31.5,2.1,0,1.1,903.9,143.5,1
101.4,167.2,0,0,0,1.8,11.04,3.1,0,1.1,1207.1,154.6,1
93.6,147.8,1,0,1,8.6,36.48,3,1,15.51,902.2,184.8,1
114.4,165.3,0,1,1,6.4,70.9,2.6,1,15.3,1031.6,158.1,0
103.2,148,0,0,0,2.5,42.3,2.2,0,1.3,831.6,170.5,0
98.6,145,0,0,0,1,5.6,2.5,0,2.31,853.8,140.1,1
100.9,147.5,0,0,0,0.7,0.7,2.4,1,6,793.1,182.8,0
105,129.1,0,0,0,9,2.1,2.4,0,0.4,543.5,188.9,0
97.4,191.7,0,0,0,3.1,12.9,2.1,1,11,873.5,196.4,0
100.7,117.3,0,1,1,3.8,9.44,2.8,0,4.95,1092,87.4,1
108.4,146,0,0,0,4.3,6,2.5,1,3.6,770.4,135.3,1
83.8,133,0,1,1,2.5,26.3,2.9,0,9.4,911.2,162.2,0
103.3,167,0,0,0,3.5,2.56,2.3,0,4.95,1115.4,135.7,1
100,148.5,1,1,1,2.2,13.7,2,0,8.1,699.5,161,0
89,117,0,1,1,9.5,7.5,2.7,0,6.1,1065.2,151.7,0
93.6,114.8,0,0,0,2.6,7.76,2.6,0,21.01,989.5,170.8,1
98.5,180.4,0,1,1,4.8,8.4,2.7,1,13.1,1078.8,141,0
97.8,163.5,0,0,0,1.8,2.2,2.7,0,14.9,1106.9,173,0
117.9,177.2,0,1,1,4.4,19,2.5,1,24,958.5,179.8,0
99.1,148.9,0,1,1,3.8,27.92,2.8,0,7.81,826.4,199.9,1
106.1,150.9,1,1,1,7.5,33.28,3,0,7.37,708.7,121.6,1
99.3,148.2,1,1,1,6,63.1,2.5,0,13.5,688.6,134.2,0
111.1,137.9,1,1,1,9.2,26.4,2.3,0,17.8,657.6,166.9,0
107.1,146.7,0,1,1,3.5,2.3,2.1,1,5.2,878.6,187.2,0
114.1,108,1,0,1,1.2,45.3,2.9,1,14.5,1139.4,190.3,0
106.7,185.1,0,0,0,9.3,3.3,2.5,0,8.3,530.2,120.5,0
102.1,144.5,1,0,0,3.4,37.7,2.7,1,5.8,1154.1,175.2,0
102.7,187.6,1,0,1,0.5,15.68,2.4,1,1.32,979.6,85.2,1
105,135.5,1,1,1,3.6,67.44,2.8,0,0.22,629.9,81.9,0
112.9,125.2,1,0,1,7.4,6.4,2.6,1,26.4,740.2,145.8,1
109.1,120.3,1,1,1,6.4,0.16,2.3,0,0.33,493.4,145.2,0
71.4,157.3,1,0,1,5.8,63.2,2.2,1,5,1001.9,183.5,0
95.7,141,1,0,1,8.7,13.52,3,1,2.2,926.6,166.5,1
118,169.9,0,1,1,8.6,3.8,2.9,0,11,1109.2,112.4,0
93.6,180.2,1,0,0,1.1,4.88,2.8,1,8.36,887.5,156.4,1
103.4,110.9,1,0,0,2.8,10.48,2.7,1,1.21,775.8,175.3,1
99.2,169.6,1,0,0,2,11.68,3,1,10.89,1054.4,169.7,1
86.6,150.8,0,1,1,5.2,0.2,2.7,1,4,993.6,119.9,0
98.5,142.3,0,0,0,4.6,31.1,2.9,0,0.9,1039.5,177.4,0
82.2,135.6,0,0,0,1.7,2.48,3.2,0,21.12,781.5,168.3,1
95.4,143.7,0,0,1,1,2.56,2.2,0,3.96,998.2,160.9,1
115.7,159.1,0,0,0,5.1,8.8,2.6,0,10.6,1129.9,199.4,0
100.6,137.4,0,0,0,7.8,5.44,2.4,0,4.51,941.4,169.1,1
105.4,137.5,1,0,1,1,2.88,2.9,1,22.44,1103.3,119.4,1
97,100.7,0,1,1,1.1,1.28,2.3,1,15.62,1082.4,87.2,1
102.9,161.6,1,0,0,5.1,12.7,2.4,1,1.1,1353.3,153.2,0
101.6,149.8,0,1,1,14.7,8.7,3,1,0.9,1330.2,113.8,0
95.4,182.2,0,1,1,4,43.6,2.9,0,6.7,777.8,179.5,0
102.5,138.6,0,0,0,2.2,19.8,2.6,0,9.3,1207.3,172.4,0
99.1,135.9,1,1,1,1.2,13.52,2.5,0,5.28,1072.3,92.6,1
97.8,181.7,1,0,0,4.6,34.4,2.2,1,5.6,1098.8,114.6,0
103,137.9,0,0,0,1.6,11.92,2.3,0,7.81,1150.6,93,1
112.5,179.1,1,1,1,7,79.2,2.9,0,15.29,1070.3,186.7,1
87.8,179.3,0,0,0,3.8,14.5,2.9,0,24.6,1089.4,191.7,0
103.2,199.9,0,1,1,2.3,29.8,2.6,1,12.9,1037.8,196.4,0
101.1,95,1,0,1,4.1,0.64,2.7,1,7.92,1343.9,150.3,1
106.1,105.8,1,1,1,3.6,11.84,3.2,0,16.28,1047.2,84,1
106.6,209.1,1,1,1,0.9,3.04,3.2,0,10.12,834,91.6,1
110.8,169.6,0,0,1,1.2,44.8,3,0,6.71,981.6,140.9,1
106.5,128.6,0,0,0,1.7,6.4,2.6,0,6.05,1114.9,170.4,1
100.9,168.8,1,0,1,2.7,1.92,2.7,1,1.21,977,114.1,1
94.4,109.9,0,1,1,3.1,12.1,2.7,1,1.5,1011.9,185.8,0
83.1,104.4,1,0,1,8.8,48.5,2,1,3.8,948.5,183.9,1
97.2,217,0,0,0,7.4,9.7,2,1,5,1247.2,135.5,0
98.3,128.4,0,0,0,6.5,4.1,2.5,0,8.5,1003.4,141.9,1
106.7,166.8,0,1,1,10.8,2.4,2.4,1,17,1115.8,159.7,0
103.5,211.3,0,0,0,3.6,27.8,3,0,11,960.5,190.5,1
99.1,163.5,0,1,1,6,4.4,2.9,0,5.17,1237.9,92.7,1
102.5,119.6,0,0,0,8.8,12.5,2.6,1,8,927.8,120.4,0
107.1,143.1,0,0,0,6.1,4.64,3,0,2.2,1224.1,174.7,0
84.2,61.6,0,0,1,1.2,15.76,2.4,0,15.51,953.2,149.1,1
98.6,134.6,1,1,1,3,6.4,2.1,0,0.6,1263.2,126.1,0
118.2,167.3,0,1,1,7.2,15.28,2.2,0,9.68,785.1,168.8,1
79.5,216.8,1,0,1,5.4,18.2,2.9,1,6.1,791.4,178.4,1
102.9,121.5,0,0,0,2,15.68,3.1,0,8.25,1039.5,173.9,1
110.7,133.8,0,0,0,3.4,8.16,2.9,0,11,1044.7,123.6,1
98.5,148.8,1,1,1,7,0.4,3,0,4.29,818.4,185.1,1
118.6,121,0,1,1,4,9.36,2.4,1,0.44,1115.1,97.9,1
99.6,181.5,1,0,1,7.1,4.32,2.5,1,2.53,1043.3,122.2,1
96.2,151.6,0,1,1,2.2,16.08,3.2,0,9.02,983.6,189.6,1
97.6,149,0,0,0,6.4,11.3,2.3,0,1.4,944.6,136.4,0
100.1,101.2,0,0,0,0.6,28.8,3,0,8.69,857.4,98.8,1
109.5,148.8,0,0,0,1.8,38.4,2,0,0.1,1460,159.3,0
103.3,98.6,1,0,0,11.1,6.8,3.1,1,18.37,1047.6,156.9,1
111.2,167.9,0,1,1,3,17.04,2.7,0,14.3,1349.9,86.5,1
107.9,92.1,1,1,1,4.5,28.1,2.1,0,6.2,1169.8,114.3,0
86.3,145,0,0,0,3.7,22.9,2.4,0,5.1,929.9,115.1,0
105.3,167.3,0,0,0,0.8,4.56,2.2,0,2.86,1088.7,146.3,1
112.8,130.3,0,1,1,4,2,2.6,1,5.2,1266.6,161.1,0
91.7,182.7,1,0,0,3.3,14.88,2.4,1,14.63,1209.4,189.3,1
106.5,176.3,0,0,0,5.5,1.9,2.6,0,2.4,956.3,183.5,0
118.8,134,1,1,1,1.6,14.56,2.4,0,15.29,790.3,181.5,1
117.4,182.4,0,0,0,0.8,34,2.3,0,24.09,962.9,133.9,1
74.5,133.6,0,0,0,3.2,34,2.9,0,7.4,1100.4,158.1,0
124,196.1,0,0,0,2.9,48.5,2.5,0,6.1,681.3,187.2,0
98.6,192.2,0,0,0,14.3,2.4,2,0,2.3,1117.9,177.2,0
108.4,100.5,1,1,1,1,2.32,3.2,0,4.73,1123.8,99.3,1
91.8,89,0,1,1,8.2,45.1,2.3,1,2.8,786.7,176,0
95,134.3,1,0,0,6.1,2,2.2,1,2.6,968.1,159.6,0
100.1,115.2,0,0,0,10.6,29.6,2.4,0,8.36,990.7,170.4,1
103.8,117.6,0,0,0,6.2,22.4,2.7,0,15.4,857.3,186.6,0
107.6,74.6,1,1,1,3.2,2.96,2.5,0,4.62,1528,175.3,1
106.6,119.4,0,0,0,6.2,1.2,2.5,0,23.5,934.5,102.7,0
98.5,211.9,1,0,0,7.2,57,2,1,8.3,896.5,193.7,0
107.4,158.7,1,1,1,2.8,11.4,2.1,0,12.5,869.9,190.2,0
102.3,116,0,0,0,8.1,4.24,3,0,14.74,1085.8,168.3,1
103.4,197.5,0,1,1,5.7,14.6,2.8,1,12,1039.5,106.3,0
76.9,175,0,1,1,5.4,8.3,2.9,1,23.4,1440.2,110.7,0
116.6,113.2,0,0,0,6.4,2.16,2.8,0,8.14,1001.9,194.3,1
104.3,139.2,1,0,1,8.1,6,2,1,0.7,1485.6,157.7,0
98.4,152.4,1,0,0,1.8,7.5,2.4,1,0.6,629.1,168.7,0
109.5,139.1,1,1,1,5,15.4,2,0,2.8,834.9,195.2,0
99.7,140.6,1,0,0,2.3,1.4,3,1,20.7,995.8,101.9,0
102.2,114,0,0,0,1.2,28.32,2.2,0,7.26,1396.5,160.9,1
114.1,110.2,1,1,1,3.7,5.36,3,0,7.37,752.2,100.7,1
103.8,139.4,0,0,0,3.4,24.48,2.8,0,2.53,690.7,108.1,1
100,163.3,0,0,0,2.2,25.6,2.1,0,13.3,893.1,166.8,0
86.6,153.1,1,1,1,3.3,30.1,2.6,0,27.8,929.3,173.2,0
89.5,169.3,1,1,1,0.6,8,2.8,0,11.77,960.4,148.9,1
123.1,113.3,0,0,0,2.8,2.48,2.4,0,3.41,1177,159.8,1
103.3,135.6,1,1,1,4.3,68.7,3,0,7.4,854.1,111.2,0
108.5,118.9,0,0,0,1,16.2,3,1,23.5,1144.9,118.4,0
101,104.9,0,0,1,7.8,10,2.3,0,4.2,646.8,112.5,0
103.9,157.4,0,0,0,5.6,23.36,2.2,0,5.17,994.6,137.5,1
101.8,174.5,1,0,0,6.1,4.3,2.2,1,11.2,1062.4,139.5,0
107.2,114.2,0,0,0,1.3,9.2,2.3,0,2.8,1087.3,164.3,0
114,128.1,0,0,0,2.1,42.6,2.9,0,1.5,1040.5,137.8,0
95.5,113.5,1,0,1,9.2,9.28,2.8,1,22.11,878.9,122.2,0
94.9,166.1,1,1,1,7.1,23.92,2.5,0,9.79,612.8,120,1
87.3,84.3,1,0,0,5.5,5.3,2.5,1,18.9,1148.7,150,0
112,154.1,0,1,1,6.5,31.68,3.2,0,3.52,870.9,150.1,1
89.4,101.6,0,0,1,5.4,25.68,2.5,0,18.92,815.9,127.6,1
102.5,184.7,0,1,1,7.9,0.5,2.9,0,10.2,1111.3,189.3,0
111.2,152.7,0,1,1,10.1,42.24,3.1,0,43.78,1363.6,122.3,0
92.2,210.2,0,1,1,1.1,40.32,2.5,1,9.46,1431,188.2,0
95.2,164.6,1,0,1,0.9,16.08,2.5,1,7.92,662.6,180.1,1
103.5,175.6,0,0,0,4,15,2.4,0,2.8,1230.6,157.3,0
99,146.3,1,1,1,5.5,6.24,3,0,4.4,1004.3,147.2,0
104.8,120,0,0,0,4.8,26.32,2.8,0,2.97,892.6,122.6,1
